D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
2905701,PR,SUL, 0.62,9575.16,6956,SEMANAL,12
4322343,RS,SUL, 0.62,9620.17,5170,SEMANAL,3
4127908,MT,CENTRO-OESTE, 0.62,9859.88,4675,QUINZENAL,3
4208104,PE,NORDESTE, 0.62,,15858,QUINZENAL,4
4202438,SC,SUL, 0.62,,1994,QUINZENAL,
4202578,ES,SUDESTE, 0.62,,26494,QUINZENAL,18
4305173,GO,CENTRO-OESTE, 0.62,,4089,SEMANAL,3
4108320,PR,SUL, 0.62,,3783,SEMANAL,5
4309951,PR,SUL, 0.62,,11438,SEMANAL,11
5107750,PR,SUL, 0.62,,2878,SEMANAL,2
3119955,RS,SUL, 0.63,7869,2530,QUINZENAL,1
3125002,RS,SUL, 0.63,10296.37,1728,QUINZENAL,6
3133709,RS,SUL, 0.63,10386.86,2153,QUINZENAL,1
3528700,GO,CENTRO-OESTE, 0.63,10392.91,20047,SEMANAL,38
3140159,PR,SUL, 0.63,10411.84,8024,SEMANAL,1
4116406,PR,SUL, 0.63,10451.95,5044,SEMANAL,0
3147808,SC,SUL, 0.63,10631.03,10353,,
4123105,RS,SUL, 0.63,10884.89,7757,QUINZENAL,0
3551207,RS,SUL, 0.63,11047.47,3715,SEMANAL,7
4322186,PR,SUL, 0.63,11197.78,2790,SEMANAL,11
4314787,SP,SUDESTE, 0.63,11198.75,4473,SEMANAL,1
5200308,SC,SUL, 0.63,11210.26,8350,SEMANAL,0
4128534,RS,SUL, 0.63,11253.1,3889,SEMESTRAL,
4113106,PR,SUL, 0.63,11341.82,6780,SEMANAL,7
4203501,RS,SUL, 0.63,11438.2,2706,SEMANAL,
4302501,PR,SUL, 0.63,11518.22,5291,SEMANAL,0
4306320,MS,CENTRO-OESTE, 0.63,11522.52,8367,SEMANAL,2
4124301,MG,SUDESTE, 0.63,11823.35,3282,SEMANAL,1
3553856,MS,CENTRO-OESTE, 0.63,12340.12,3592,SEMANAL,5
4211108,PR,SUL, 0.63,12718.1,6925,SEMANAL,2
4301552,PR,SUL, 0.63,12819.45,4942,SEMANAL,2
4103040,MG,SUDESTE, 0.63,13124.54,23391,QUINZENAL,9
4320453,SP,SUDESTE, 0.63,13163.36,29227,QUINZENAL,3
4118857,MT,CENTRO-OESTE, 0.63,13214.09,5944,QUINZENAL,0
5002159,SP,SUDESTE, 0.63,13251.98,3539,QUINZENAL,8
3160900,MT,CENTRO-OESTE, 0.63,13779.83,8418,QUINZENAL,5
5003108,RS,SUL, 0.63,14458.75,2927,QUINZENAL,1
4111555,PR,SUL, 0.63,14856.94,4394,SEMANAL,0
4107702,RS,SUL, 0.63,15864.77,2365,SEMANAL,4
3105400,SC,SUL, 0.63,16410.56,4504,SEMANAL,1
3509254,SP,SUDESTE, 0.63,16421.73,2483,QUINZENAL,0
5107354,MS,CENTRO-OESTE, 0.63,16687.17,6640,SEMANAL,0
3540259,MG,SUDESTE, 0.63,17581.52,3225,SEMANAL,1
5103601,PA,NORTE, 0.63,21480.04,10922,SEMANAL,3
4320321,BA,NORDESTE, 0.63,2300.11,23888,SEMANAL,8
4106571,SP,SUDESTE, 0.63,23656.79,991,QUINZENAL,2
4306429,BA,NORDESTE, 0.63,2497.24,20462,SEMANAL,
4216057,PE,NORDESTE, 0.63,2666.44,128702,SEMANAL,11
3532843,PI,NORDESTE, 0.63,2675.37,132282,MENSAL,20
5007554,PA,NORTE, 0.63,2749.56,20542,,
3163102,RN,NORDESTE, 0.63,2833.96,40791,MENSAL,2
2927705,SP,SUDESTE, 0.63,28365.89,2171,QUINZENAL,3
2922409,PI,NORDESTE, 0.63,2842.12,54591,QUINZENAL,13
2603454,BA,NORDESTE, 0.63,2990.35,67723,QUINZENAL,5
2207702,TO,NORTE, 0.63,3060.28,8508,SEMANAL,4
1504604,ES,SUDESTE, 0.63,3065.06,10934,SEMANAL,6
2403103,CE,NORDESTE, 0.63,3071.14,104646,SEMANAL,39
2203909,ES,SUDESTE, 0.63,3077.96,12201,QUINZENAL,4
2930105,TO,NORTE, 0.63,3078.54,1270,SEMANAL,1
1502152,RN,NORDESTE, 0.63,3095.51,24758,QUINZENAL,1
3532868,TO,NORTE, 0.63,3101.67,20018,MENSAL,7
3541802,PE,NORDESTE, 0.63,3118.97,61600,SEMANAL,
1700707,ES,SUDESTE, 0.63,3195.77,6964,QUINZENAL,
3203163,MG,SUDESTE, 0.63,3286.83,3293,QUINZENAL,6
2304202,MG,SUDESTE, 0.63,3287.77,19528,QUINZENAL,4
3203304,PA,NORTE, 0.63,3301.07,40546,,
1704600,MG,SUDESTE, 0.63,3317.81,6643,QUINZENAL,4
2409407,MG,SUDESTE, 0.63,3354.14,4469,QUINZENAL,15
1709302,MG,SUDESTE, 0.63,3357.51,2958,QUINZENAL,0
2601201,TO,NORTE, 0.63,3401.42,7068,SEMANAL,0
3200359,MG,SUDESTE, 0.63,3416.73,7005,MENSAL,1
3144375,MG,SUDESTE, 0.63,3528.9,5192,QUINZENAL,4
3137700,MG,SUDESTE, 0.63,3659.87,11149,QUINZENAL,3
1503804,MG,SUDESTE, 0.63,3691.67,17018,,
3107505,ES,SUDESTE, 0.63,3702.86,9599,QUINZENAL,5
3142304,MG,SUDESTE, 0.63,3714.86,3360,QUINZENAL,33
3116209,GO,CENTRO-OESTE, 0.63,3749.6,2123,DIÁRIO,0
1715754,MG,SUDESTE, 0.63,3769.17,17642,QUINZENAL,14
3123528,MG,SUDESTE, 0.63,3827.17,16286,QUINZENAL,6
3160959,MG,SUDESTE, 0.63,3830.09,3173,SEMANAL,0
3168507,MG,SUDESTE, 0.63,3855.17,5792,SEMANAL,
3124005,MG,SUDESTE, 0.63,3880.98,1289,TRIMESTRAL,1
3200136,MT,CENTRO-OESTE, 0.63,3888.28,3495,QUINZENAL,0
3158409,GO,CENTRO-OESTE, 0.63,3894.84,3398,SEMANAL,0
5212055,GO,CENTRO-OESTE, 0.63,3910.8,5589,SEMANAL,0
3161007,MG,SUDESTE, 0.63,3913.91,4974,,
3131208,GO,CENTRO-OESTE, 0.63,3970.42,11452,,
3104403,MG,SUDESTE, 0.63,3978.29,10339,QUINZENAL,10
3138500,GO,CENTRO-OESTE, 0.63,4031.69,6028,SEMANAL,0
3115607,GO,CENTRO-OESTE, 0.63,4055.79,2460,QUINZENAL,0
5107404,RR,NORTE, 0.63,4061.04,11247,,5
5207501,GO,CENTRO-OESTE, 0.63,4063.58,3548,SEMANAL,1
5208103,PE,NORDESTE, 0.63,4072.32,63811,SEMANAL,19
3150901,SP,SUDESTE, 0.63,4152.53,4047,QUINZENAL,4
5200100,MG,SUDESTE, 0.63,4173.17,5923,QUINZENAL,1
3120508,MG,SUDESTE, 0.63,4184.43,3774,SEMANAL,4
5219902,MG,SUDESTE, 0.63,4201.91,7716,SEMANAL,2
5200159,GO,CENTRO-OESTE, 0.63,4233.24,9641,SEMANAL,0
1400308,GO,CENTRO-OESTE, 0.63,4300.78,4330,SEMANAL,
5219506,MG,SUDESTE, 0.63,4345.17,2145,QUINZENAL,0
2604007,MG,SUDESTE, 0.63,4368.69,6533,QUINZENAL,
3542305,ES,SUDESTE, 0.63,4401.54,7547,QUINZENAL,4
3154150,SP,SUDESTE, 0.63,4427.97,2618,MENSAL,3
3158607,MG,SUDESTE, 0.63,4568.47,27828,QUINZENAL,24
3161502,PA,NORTE, 0.63,4632.44,19471,,
5204706,RO,NORTE, 0.63,4694.44,12627,SEMANAL,
5205208,MG,SUDESTE, 0.63,4713.21,3821,QUINZENAL,2
3103207,PE,NORDESTE, 0.63,4719.4,117749,QUINZENAL,7
3161205,RJ,SUDESTE, 0.63,4732.78,12595,QUINZENAL,
3204658,PR,SUL, 0.63,4845.62,6091,SEMANAL,4
3503158,GO,CENTRO-OESTE, 0.63,4869.89,2573,SEMANAL,0
3128006,GO,CENTRO-OESTE, 0.63,4884.44,4963,SEMANAL,0
1505437,ES,SUDESTE, 0.63,4994.59,13679,QUINZENAL,11
1101401,MG,SUDESTE, 0.63,5078.36,16291,MENSAL,0
3169059,PR,SUL, 0.63,5225.38,12260,SEMANAL,1
2606002,MG,SUDESTE, 0.63,5258.06,10870,DIÁRIO,1
3301157,RJ,SUDESTE, 0.63,5261.57,7909,SEMANAL,5
4124905,RJ,SUDESTE, 0.63,5277.19,8402,QUINZENAL,2
5206800,GO,CENTRO-OESTE, 0.63,5299.11,13931,,0
5219100,MG,SUDESTE, 0.63,5300.84,2437,SEMANAL,4
3201001,MG,SUDESTE, 0.63,5340.95,2714,SEMANAL,0
3140902,PR,SUL, 0.63,5357.62,12190,SEMANAL,5
4127601,GO,CENTRO-OESTE, 0.63,5386.02,3154,MENSAL,8
3102902,GO,CENTRO-OESTE, 0.63,5398.53,6414,DIÁRIO,6
3302304,MG,SUDESTE, 0.63,5433.35,3737,QUINZENAL,1
3305307,RS,SUL, 0.63,5515.55,4814,,
5210901,PR,SUL, 0.63,5564.31,4590,SEMANAL,0
3126406,TO,NORTE, 0.63,5598.34,18817,,4
3117207,MT,CENTRO-OESTE, 0.63,5609.44,19693,SEMANAL,10
4108007,RO,NORTE, 0.63,5617.42,7518,SEMANAL,1
5212006,RS,SUL, 0.63,5619.6,6925,SEMANAL,5
5215009,GO,CENTRO-OESTE, 0.63,5624.26,3958,SEMANAL,13
3160801,GO,CENTRO-OESTE, 0.63,5651.41,1498,SEMANAL,0
4311122,PR,SUL, 0.63,5667.16,15272,SEMANAL,1
4111704,GO,CENTRO-OESTE, 0.63,5751.21,3004,QUINZENAL,0
1708205,PR,SUL, 0.63,5808.7,11817,SEMANAL,0
5107107,MG,SUDESTE, 0.63,5875.28,3022,,1
1100031,SP,SUDESTE, 0.63,5912.91,14134,QUINZENAL,4
4305124,GO,CENTRO-OESTE, 0.63,5922.41,7530,SEMANAL,1
5214101,PR,SUL, 0.63,5970.5,2915,SEMANAL,19
5204201,SP,SUDESTE, 0.63,5980.83,3838,QUINZENAL,5
4121208,SC,SUL, 0.63,6054.69,2775,SEMANAL,7
5210307,SP,SUDESTE, 0.63,6058.21,27162,QUINZENAL,3
4105102,PR,SUL, 0.63,6088.76,17870,SEMANAL,3
3153707,MS,CENTRO-OESTE, 0.63,6295.93,22477,SEMANAL,4
3514809,SP,SUDESTE, 0.63,6376.64,5336,MENSAL,5
5219001,MG,SUDESTE, 0.63,6407.52,3359,SEMANAL,4
4110300,SP,SUDESTE, 0.63,6491.41,19726,SEMANAL,14
3523008,GO,CENTRO-OESTE, 0.63,6506.78,7093,QUINZENAL,0
4200051,SP,SUDESTE, 0.63,6553.94,2222,QUINZENAL,4
3502705,GO,CENTRO-OESTE, 0.63,6594.69,2109,SEMANAL,1
4124400,MG,SUDESTE, 0.63,6670.09,5195,QUINZENAL,2
5000708,MS,CENTRO-OESTE, 0.63,6698.17,5432,SEMANAL,5
3554201,SP,SUDESTE, 0.63,6872.04,2439,QUINZENAL,1
3119005,PA,NORTE, 0.63,6916.78,76450,SEMANAL,20
3517604,PR,SUL, 0.63,71.86,2393,SEMANAL,1
5207600,PR,SUL, 0.63,7136.02,5638,SEMANAL,6
3543238,SC,SUL, 0.63,7414.08,3416,QUINZENAL,3
5206909,GO,CENTRO-OESTE, 0.63,7414.78,7941,SEMANAL,7
3131000,GO,CENTRO-OESTE, 0.63,7508.3,3999,SEMANAL,8
5007307,RS,SUL, 0.63,7514.72,5252,QUINZENAL,2
3544707,SP,SUDESTE, 0.63,7569.85,4192,SEMANAL,1
1505502,SC,SUL, 0.63,7598.67,3116,SEMANAL,0
4118303,SP,SUDESTE, 0.63,7648.89,2794,QUINZENAL,6
4124004,GO,CENTRO-OESTE, 0.63,7660.31,14673,SEMANAL,4
4215687,PR,SUL, 0.63,7729.67,3611,SEMANAL,5
5205000,RS,SUL, 0.63,7855.59,5647,QUINZENAL,3
5202353,MT,CENTRO-OESTE, 0.63,7995.75,14983,QUINZENAL,31
4310702,MT,CENTRO-OESTE, 0.63,8083.35,15435,SEMANAL,20
3509106,MG,SUDESTE, 0.63,8099.51,5920,QUINZENAL,5
4217758,MG,SUDESTE, 0.63,8168.26,6883,QUINZENAL,3
3505005,RS,SUL, 0.63,8220.37,1912,QUINZENAL,0
5206404,ES,SUDESTE, 0.63,8373.06,8327,QUINZENAL,16
4117214,BA,NORDESTE, 0.63,8373.57,222127,,34
4307203,PR,SUL, 0.63,8421.15,4503,,
4318465,SC,SUL, 0.63,8444.19,2202,SEMANAL,0
5105903,RS,SUL, 0.63,8475.34,7799,QUINZENAL,0
5107800,RO,NORTE, 0.63,8487.39,5521,SEMANAL,5
3109451,PR,SUL, 0.63,8508.25,2485,SEMANAL,1
3124807,PR,SUL, 0.63,8645.24,9453,SEMANAL,3
4304853,GO,CENTRO-OESTE, 0.63,8677.88,2992,QUINZENAL,0
3200706,PR,SUL, 0.63,8688.4,7354,SEMANAL,1
2913606,RS,SUL, 0.63,8692.48,3196,SEMANAL,4
4102752,GO,CENTRO-OESTE, 0.63,8696.53,4052,,134
4207858,PR,SUL, 0.63,8710.55,13308,SEMANAL,7
4316303,PR,SUL, 0.63,8730.51,10754,QUINZENAL,0
1100924,RS,SUL, 0.63,8838.14,2378,QUINZENAL,1
4103404,SC,SUL, 0.63,8883.08,2971,SEMANAL,1
4103305,PR,SUL, 0.63,8897.02,4655,SEMANAL,8
5211602,PR,SUL, 0.63,8899.07,13196,SEMANAL,5
4119004,MS,CENTRO-OESTE, 0.63,8983.93,13316,SEMANAL,5
4321493,MG,SUDESTE, 0.63,9031.14,8232,SEMANAL,4
5219712,RS,SUL, 0.63,9041.61,2957,SEMANAL,2
4110508,RS,SUL, 0.63,9059.82,6995,SEMANAL,1
4124020,PR,SUL, 0.63,9108.76,8548,SEMANAL,0
4310413,RS,SUL, 0.63,9133.61,7014,QUINZENAL,0
4205555,MT,CENTRO-OESTE, 0.63,9201.61,8866,QUINZENAL,3
4100905,SP,SUDESTE, 0.63,9219.04,18911,SEMANAL,7
4125001,PR,SUL, 0.63,9230.75,5898,SEMANAL,0
5006903,PR,SUL, 0.63,9541.08,3585,,
3153608,SC,SUL, 0.63,9663.53,2588,QUINZENAL,0
4309571,PR,SUL, 0.63,9752.52,7090,SEMANAL,54
4311759,RS,SUL, 0.63,9788.02,6662,SEMANAL,1
4126009,BA,NORDESTE, 0.63,9874.6,96499,SEMANAL,20
4303707,RS,SUL, 0.63,9903.16,2996,QUINZENAL,0
5107180,RS,SUL, 0.63,9925.5,9702,SEMANAL,13
3521705,MS,CENTRO-OESTE, 0.63,9933.35,20706,SEMANAL,2
4108908,SC,SUL, 0.63,9955.81,16822,QUINZENAL,3
4116604,MG,SUDESTE, 0.63,,10535,QUINZENAL,3
4202156,MG,SUDESTE, 0.63,,3608,QUINZENAL,1
4111001,SP,SUDESTE, 0.63,,3739,MENSAL,0
4301750,MG,SUDESTE, 0.63,,5179,QUINZENAL,2
2924009,SP,SUDESTE, 0.63,,3699,QUINZENAL,0
4323507,MG,SUDESTE, 0.63,,8517,SEMANAL,7
4306932,MG,SUDESTE, 0.63,,2164,SEMANAL,1
5002407,PR,SUL, 0.63,,3833,SEMANAL,21
4212205,PR,SUL, 0.63,,4407,SEMANAL,0
5203807,MG,SUDESTE, 0.64,4652,17274,QUINZENAL,7
3201704,MG,SUDESTE, 0.64,6929,25105,SEMANAL,2
3119906,SC,SUL, 0.64,10054.51,3020,SEMANAL,1
5215405,RS,SUL, 0.64,10351.4,2691,QUINZENAL,0
3304151,RS,SUL, 0.64,10367.72,5728,QUINZENAL,1
4121604,PR,SUL, 0.64,10391.82,6565,SEMANAL,7
4128807,MG,SUDESTE, 0.64,10442.86,1900,QUINZENAL,2
4203253,MG,SUDESTE, 0.64,10589.1,4648,QUINZENAL,18
4310579,RS,SUL, 0.64,10672.32,7598,SEMANAL,2
4311700,RS,SUL, 0.64,10748.69,4454,SEMANAL,3
4118709,SC,SUL, 0.64,10833.96,1612,SEMANAL,25
3168200,PR,SUL, 0.64,10835.21,12757,SEMANAL,10
3164605,PR,SUL, 0.64,10837.3,11822,SEMANAL,12
4308409,PR,SUL, 0.64,11045.69,5060,SEMANAL,2
4309753,PR,SUL, 0.64,11179.66,1338,SEMANAL,5
4205357,MS,CENTRO-OESTE, 0.64,11337.59,5389,SEMANAL,4
4123006,SP,SUDESTE, 0.64,11553.78,4295,QUINZENAL,1
4127858,PR,SUL, 0.64,11597.2,2244,SEMANAL,6
4118600,RS,SUL, 0.64,11766.35,8990,SEMANAL,7
4116505,PR,SUL, 0.64,11925.25,10421,SEMANAL,4
5004908,ES,SUDESTE, 0.64,12214.18,19539,QUINZENAL,2
3518909,PR,SUL, 0.64,12278.65,29341,SEMANAL,8
4109104,SP,SUDESTE, 0.64,12528.96,5589,QUINZENAL,5
4309506,SC,SUL, 0.64,12539.79,14802,SEMANAL,4
4105003,RS,SUL, 0.64,12656.77,3503,SEMANAL,0
3203056,PR,SUL, 0.64,13024.05,14185,SEMANAL,6
4122206,GO,CENTRO-OESTE, 0.64,13591.87,8558,SEMANAL,3
3512605,SP,SUDESTE, 0.64,13650.3,3225,QUINZENAL,3
4215505,PR,SUL, 0.64,13730.45,6471,SEMANAL,5
4310553,PR,SUL, 0.64,13754.77,8192,SEMANAL,3
4104428,SP,SUDESTE, 0.64,13774.4,1930,QUINZENAL,0
5207253,MT,CENTRO-OESTE, 0.64,13986.76,2881,,
3533254,GO,CENTRO-OESTE, 0.64,14039.92,6514,DIÁRIO,0
4115754,PR,SUL, 0.64,14160.55,15156,QUINZENAL,2
4127007,MS,CENTRO-OESTE, 0.64,146.32,11662,SEMANAL,2
3529658,PR,SUL, 0.64,15012.12,4901,SEMANAL,2
5106455,PR,SUL, 0.64,15949.11,5472,SEMANAL,0
5008008,SP,SUDESTE, 0.64,16691.49,2063,QUINZENAL,
5205455,SC,SUL, 0.64,174.2,2305,SEMANAL,0
4114005,PR,SUL, 0.64,21677.32,5162,SEMANAL,
4112306,PA,NORTE, 0.64,22300.87,73798,SEMANAL,16
4117453,BA,NORDESTE, 0.64,24337.23,28062,SEMANAL,4
3533205,SP,SUDESTE, 0.64,2538.38,133738,QUINZENAL,
4201653,PE,NORDESTE, 0.64,2656.72,21930,SEMANAL,7
3516309,MG,SUDESTE, 0.64,26677.58,5064,SEMANAL,3
2615607,MG,SUDESTE, 0.64,2772.27,7042,QUINZENAL,7
3157336,GO,CENTRO-OESTE, 0.64,28075.45,3524,,0
1713304,TO,NORTE, 0.64,2809.48,11802,MENSAL,4
3202553,ES,SUDESTE, 0.64,2871.48,9211,QUINZENAL,0
4103008,MG,SUDESTE, 0.64,3115.55,8834,QUINZENAL,0
1508100,MG,SUDESTE, 0.64,3136.36,6990,QUINZENAL,0
2922003,MG,SUDESTE, 0.64,3190.19,47090,QUINZENAL,15
3130408,MG,SUDESTE, 0.64,3197.19,4983,MENSAL,0
5221551,TO,NORTE, 0.64,3252.22,24444,SEMANAL,15
3112901,GO,CENTRO-OESTE, 0.64,3311.19,13863,SEMANAL,2
3166303,MG,SUDESTE, 0.64,3382.69,5155,QUINZENAL,4
3124104,ES,SUDESTE, 0.64,3397.68,32232,SEMANAL,12
3107208,SP,SUDESTE, 0.64,3459.62,13605,QUINZENAL,13
1713205,MG,SUDESTE, 0.64,3502.07,7900,QUINZENAL,2
5209200,PI,NORDESTE, 0.64,3519.18,68974,SEMANAL,50
3167806,MG,SUDESTE, 0.64,3556.64,3952,MENSAL,
3200102,MG,SUDESTE, 0.64,3573.95,13114,MENSAL,3
3540754,MG,SUDESTE, 0.64,3584.21,4965,QUINZENAL,6
3112505,MG,SUDESTE, 0.64,3669.69,5000,QUINZENAL,0
2208007,PR,SUL, 0.64,3676.84,9038,SEMANAL,4
3171402,MG,SUDESTE, 0.64,3690.08,5657,,
3123908,MG,SUDESTE, 0.64,3700.37,20528,QUINZENAL,4
3122108,MG,SUDESTE, 0.64,3700.63,12009,,47
3112109,MT,CENTRO-OESTE, 0.64,3755.01,11605,SEMANAL,8
4107751,PA,NORTE, 0.64,38338.8,63268,SEMANAL,4
3129202,MG,SUDESTE, 0.64,3932.94,8522,MENSAL,2
3124203,ES,SUDESTE, 0.64,3982.88,7615,QUINZENAL,6
3149101,TO,NORTE, 0.64,4036.99,3332,SEMANAL,2
5101308,RO,NORTE, 0.64,4044.75,13154,SEMANAL,2
3118908,GO,CENTRO-OESTE, 0.64,4059.68,81457,SEMANAL,10
3200508,MG,SUDESTE, 0.64,4135.07,4408,DIÁRIO,0
1501303,SP,SUDESTE, 0.64,4168.57,6952,QUINZENAL,4
1718840,TO,NORTE, 0.64,4208.42,2344,QUINZENAL,
1101302,SP,SUDESTE, 0.64,4213.33,3614,QUINZENAL,0
5221403,MG,SUDESTE, 0.64,4234.72,6297,QUINZENAL,0
3158805,MG,SUDESTE, 0.64,4241.23,13530,QUINZENAL,1
3532306,GO,CENTRO-OESTE, 0.64,4303.07,9679,SEMANAL,11
1712009,MG,SUDESTE, 0.64,4324.07,4861,QUINZENAL,10
3509957,SP,SUDESTE, 0.64,4347.55,3481,QUINZENAL,0
3138674,RO,NORTE, 0.64,4348.73,26365,SEMANAL,6
3134608,MG,SUDESTE, 0.64,4396.18,1907,SEMANAL,
5205802,GO,CENTRO-OESTE, 0.64,4419.75,21245,DIÁRIO,90
3148202,RO,NORTE, 0.64,4464.09,9863,,
3510153,MA,NORDESTE, 0.64,4523.38,23128,QUINZENAL,0
1100254,MG,SUDESTE, 0.64,4532.08,7606,QUINZENAL,1
3156205,TO,NORTE, 0.64,4554.01,2990,SEMANAL,2
5217302,SP,SUDESTE, 0.64,4599.3,2087,BIMESTRAL,
1101807,MT,CENTRO-OESTE, 0.64,4611.78,26156,QUINZENAL,3
2105427,MG,SUDESTE, 0.64,4684.23,5228,MENSAL,1
3143500,BA,NORDESTE, 0.64,4798.26,174567,QUINZENAL,
1703867,MG,SUDESTE, 0.64,4804.68,5685,QUINZENAL,1
3533106,MG,SUDESTE, 0.64,4808.49,3834,QUINZENAL,9
5106422,MG,SUDESTE, 0.64,4808.81,2247,,
3165537,MG,SUDESTE, 0.64,4887.7,16109,SEMANAL,3
3122702,SP,SUDESTE, 0.64,4964.23,14354,QUINZENAL,6
2918407,MG,SUDESTE, 0.64,5058.4,6523,QUINZENAL,1
3140530,MG,SUDESTE, 0.64,5068.32,4895,SEMANAL,4
3141900,GO,CENTRO-OESTE, 0.64,5089.07,8969,DIÁRIO,1
3145505,MG,SUDESTE, 0.64,5154.51,2900,,5
3159902,MG,SUDESTE, 0.64,5191.77,4531,SEMANAL,10
3522802,PR,SUL, 0.64,5191.77,30764,,
3116704,MG,SUDESTE, 0.64,5216.39,2755,SEMANAL,3
3146404,SC,SUL, 0.64,5280.5,5924,SEMANAL,26
5213004,PR,SUL, 0.64,5326.77,6756,SEMANAL,12
3119609,MG,SUDESTE, 0.64,5339.01,2821,SEMANAL,2
4117503,PR,SUL, 0.64,5441.01,13899,SEMANAL,8
3121308,MG,SUDESTE, 0.64,5441.4,14138,QUINZENAL,2
3130002,RO,NORTE, 0.64,5453.82,6822,SEMANAL,1
4212304,RJ,SUDESTE, 0.64,5453.95,7854,SEMANAL,1
4115002,GO,CENTRO-OESTE, 0.64,5458.14,4235,QUINZENAL,0
3107000,BA,NORDESTE, 0.64,5497.54,20103,QUINZENAL,
4108502,SP,SUDESTE, 0.64,5603.17,4109,QUINZENAL,1
3155702,GO,CENTRO-OESTE, 0.64,5604.76,3519,SEMANAL,20
1101104,GO,CENTRO-OESTE, 0.64,5635.99,2746,SEMANAL,19
3306156,SP,SUDESTE, 0.64,5652.89,3854,QUINZENAL,0
5202601,MG,SUDESTE, 0.64,5653.62,5218,QUINZENAL,11
2906907,MG,SUDESTE, 0.64,5698.07,7658,QUINZENAL,7
3501400,GO,CENTRO-OESTE, 0.64,5735.78,4145,SEMANAL,2
5221908,GO,CENTRO-OESTE, 0.64,5784.51,2564,,116
5214879,BA,NORDESTE, 0.64,6023.34,130095,QUINZENAL,4
3528908,GO,CENTRO-OESTE, 0.64,6064.03,8068,SEMANAL,2
3159308,RJ,SUDESTE, 0.64,6083.95,434474,SEMANAL,180
3154804,SC,SUL, 0.64,6153.46,5776,SEMANAL,1
5200902,GO,CENTRO-OESTE, 0.64,6249.57,4181,MENSAL,1
5200555,GO,CENTRO-OESTE, 0.64,6249.93,18719,SEMANAL,0
2900702,SC,SUL, 0.64,6348.95,2414,SEMANAL,1
5203401,MS,CENTRO-OESTE, 0.64,6480.73,11350,SEMANAL,21
3300456,MT,CENTRO-OESTE, 0.64,6531.73,5651,QUINZENAL,2
4200903,MG,SUDESTE, 0.64,6533.75,3887,QUINZENAL,0
5215207,RS,SUL, 0.64,6609.61,20810,SEMANAL,4
5208806,MT,CENTRO-OESTE, 0.64,6621.99,27460,SEMANAL,23
4215059,PR,SUL, 0.64,6636.33,16445,SEMANAL,0
5003454,RS,SUL, 0.64,6688.94,14343,SEMANAL,8
5108808,SP,SUDESTE, 0.64,6721.77,46732,SEMANAL,16
3114600,PR,SUL, 0.64,6771.16,9931,SEMANAL,1
4318101,SP,SUDESTE, 0.64,6773.02,5786,QUINZENAL,8
5101704,SC,SUL, 0.64,6792.04,4196,,4
4110607,PR,SUL, 0.64,6812.61,8423,QUINZENAL,7
4321402,PR,SUL, 0.64,6849.4,26448,SEMANAL,5
3510203,MA,NORDESTE, 0.64,7108.55,60163,SEMANAL,
4127809,RN,NORDESTE, 0.64,7113.91,213841,QUINZENAL,60
3553906,GO,CENTRO-OESTE, 0.64,7270.81,2023,MENSAL,0
4215356,PR,SUL, 0.64,7321.32,2099,,
4103057,SC,SUL, 0.64,7362.53,23645,SEMANAL,25
4109708,PR,SUL, 0.64,7444.96,14122,SEMANAL,4
3101102,MT,CENTRO-OESTE, 0.64,7491.47,6827,SEMANAL,19
2101400,RS,SUL, 0.64,7504.86,5575,SEMANAL,0
2408003,PR,SUL, 0.64,7660.04,4648,QUINZENAL,
5213400,MG,SUDESTE, 0.64,7681.1,11473,QUINZENAL,
4123600,RS,SUL, 0.64,7750.63,8487,SEMANAL,18
4201307,PR,SUL, 0.64,7784.04,35861,SEMANAL,4
4119806,RS,SUL, 0.64,7808.18,51447,QUINZENAL,19
5108956,PR,SUL, 0.64,7913.22,2362,SEMANAL,0
4312104,PR,SUL, 0.64,7944.24,1523,SEMANAL,1
4103479,RJ,SUDESTE, 0.64,8093.31,15952,SEMANAL,7
3108552,MG,SUDESTE, 0.64,8138.94,3814,QUINZENAL,
4307104,RS,SUL, 0.64,8175.06,5740,SEMANAL,0
4119608,RS,SUL, 0.64,8260.65,2802,QUINZENAL,2
4304507,RS,SUL, 0.64,8341.14,4892,SEMANAL,7
4128302,MG,SUDESTE, 0.64,8404.62,6443,QUINZENAL,1
4112603,PR,SUL, 0.64,8474.69,2308,SEMANAL,1
3304102,MG,SUDESTE, 0.64,8587.53,17781,MENSAL,8
3148905,RJ,SUDESTE, 0.64,8627.98,26057,SEMANAL,18
4300638,RS,SUL, 0.64,8711.51,12691,SEMANAL,0
4315057,GO,CENTRO-OESTE, 0.64,8714.78,2776,SEMANAL,2
4320354,MT,CENTRO-OESTE, 0.64,8725.97,20030,SEMANAL,5
3108206,SP,SUDESTE, 0.64,8787.59,17629,QUINZENAL,6
4107520,RS,SUL, 0.64,8874.34,4263,SEMANAL,0
3153400,RS,SUL, 0.64,8888.95,13297,QUINZENAL,14
3305752,MS,CENTRO-OESTE, 0.64,8901.2,4358,SEMANAL,3
4317707,MT,CENTRO-OESTE, 0.64,8911.2,9996,,2
